#;Núm. da RI;Ordem;Equipam.;TAG (Campo);Local Instalação;Data Máx. RI;Desc. Componente;Desc. Problema;Texto descritivo da RI
1;20043998;;;;SUA.GLP.PIER01;42973;;;Conteúdo da notaPrio.: CCANCELADANenhuma ação existenteNenhuma medida existenteNenh.item existente
951;20107856;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-DRENO;OUTROS;"Conteúdo da notaPrio.: DDRENO - SUBSTITUIR TAMPÃOAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS# No dreno que fica localizado no trecho da tubulação14""-GA/GV-6313-001-Ba, entre os suportes STP-87 e STP-88 (Loop 12 datubovia entre o terminal e o PGL1): - Substituir tampão em atendimento às normas N-76 e N-108, por tampãoem AFO ASTM A105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço,manípulo, destorcedor e abraçadeira, conforme modelo indicado na FiguraC.1 (N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12.ParteObjet LINHA-DRENO"
952;20107857;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-DRENO;OUTROS;"Conteúdo da notaPrio.: DDRENO - SUBSTITUIR TAMPÃOAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS# No dreno que fica localizado no trecho da tubulação14""-GA/GV-6313-001-Ba, entre os suportes STP-101 e STP-102 (Loop 13 datubovia entre o terminal e o PGL1): - Substituir tampão em atendimento às normas N-76 e N-108, por tampãoem AFO ASTM A105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço,manípulo, destorcedor e abraçadeira, conforme modelo indicado na FiguraC.1 (N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12.ParteObjet LINHA-DRENO"
953;20107860;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-DRENO;OUTROS;"Conteúdo da notaPrio.: DDRENO - SUBSTITUIR TAMPÃOAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS# Substituir tampão do Dreno que fica localizado no trecho da tubulação16""-GA/GV-6313-502-Ba, entre os suportes STP-121 e STP-122 (primeiroLoop considerando o sentido do PGL1 para o PGL2) em atendimento àsnormas N-76 e N-108, por tampão em AFO ASTM A105, ASME B16.11/MSS SP-97,com corrente ou cabo de aço, manípulo, destorcedor e abraçadeira,conforme modelo indicado na Figura C.1 (N-108) ou na Figura C.2 (N-108).Todo este conjunto (exceto cabo de aço) deve ser pintado na cor amarelosegurança Munsell 8Y5/12.ParteObjet LINHA-DRENO"
954;20107861;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-SUPORTE;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: DRECUPERAR/SUBSTITUIR CHAPAS E VERGALHÕESAção  OutraNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Nos suportes: STP-003, STP-004, STP-006, STP-010, STP-011, STP-013,STP-014, STP-016, STP-017, STP-019, STP-020, STP-023, STP-024, STP-026,STP-027, STP-029, STP-030, STP-032, STP-033, STP-036, STP-037, STP-038,STP-039, STP-040, STP-042, STP-043, STP-049, STP-052, STP-053, STP-055,STP-056, STP-057, STP-058, STP-059, STP-062, STP-063, STP-065, STP-066,STP-067, STP-068, STP-069, STP-071, STP-072, STP-075, STP-076, STP-078,STP-079, STP-080, STP-082, STP-083, STP-085, STP-088, STP-089, STP-090,STP-092, STP-096, STP-097, STP-098, STP-099, STP-100, STP-103, STP-104,STP-106, STP-107 e STP-108: - Recuperar ou substituir chapas e vergalhões de apoio (em toda aextensão do suporte, incluindo todas as linhas) que apresentem corrosãoatmosférica alveolar e/ou por placas, com intensidade de leve a severa;  - Tratar e pintar chpas e vergalhões. Realizar o tratamento conforme oitem 3.2 da norma Petrobras N-1550 e a pintura conforme a condição 2 damesma norma.REFERÊNCIA: Entre o terminal e o PGL1.ParteObjet LINHA-SUPORTE"
955;20107862;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-SUPORTE;OUTROS;Conteúdo da notaPrio.: DRECUPERAR DORMENTESAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS# Nos suportes: STP-048, STP-056, STP-067, STP-077, STP-081, STP-084,STP-089, STP-090, STP-091,STP-094, STP-095, STP-096, STP-098, STP-101 eSTP-109: - Recuperar os dormentes de concreto (em toda a extensão do suporte,incluindo todas as linhas nele apoiadas) que apresentem fissuras oudestacamento de concreto.REFERÊNCIA: Entre o terminal e o PGL1.ParteObjet LINHA-SUPORTE
956;20107863;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-SUPORTE;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: DRECUPERAR/SUBSTITUIR CHAPAS E VERGALHÕESAção  OutraNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Recuperar e adequar os suportes relacionados abaixo, em toda a suaextensão, abrangendo todas as linhas nele apoiadas: - Suportes com limitadores de movimento transversal inexistentes:STP-001D, STP-001A, STP-001, STP-002, STP-005, STP-007, STP-008,STP-009, STP-015, STP-018, STP-022, STP-025, STP-028, STP-031, STP-035,STP-041, STP-045, STP-046, STP-047, STP-048, STP-051, STP-054, STP-060,STP-061, STP-064, STP-070, STP-073, STP-074, STP-077, STP-081, STP-084,STP-086, STP-087, STP-091, STP-093, STP-094, STP-095, STP-101 e STP-102; - Suportes com os dois limitadores de movimento transversal presentes:STP-021 e STP-044; -  Suportes com um dos limitadores de movimento transversal presente:STP-012, STP-034 e STP-105.ÍTEM 01 - Recuperar ou substituir chapas de apoio, vergalhões ecantoneiras de limitação de movimento transversal, conforme N-1758;ÍTEM 02 - Após a recuperação ou substituição realizar tratamento epintura.NOTA 01: Instalar vergalhões nos suportes que não os possuam, atendendoà norma 1758;NOTA 02: Realizar o tratamento conforme o item 3.2 da norma PetrobrasN-1550 e a pintura conforme a condição 2 da mesma norma.REFERÊNCIA: Entre o terminal e o PGL1.ParteObjet LINHA-SUPORTE"
957;20107864;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAR SUPORTEAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS# No suporte tubular do loop 9: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve a moderada, na base e chumbadores. Realizar otratamento conforme o item 3.2 da norma Petrobras N-1550 e a pinturaconforme a condição 2 da mesma norma.REFERÊNCIA:  Loop 9.ParteObjet LINHA-SUPORTE"
958;20107865;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAR SUPORTEAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS# No suporte tubular do loop 11: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve, na base e chumbadores. Realizar o tratamento conformeo item 3.2 da norma Petrobras N-1550 e a pintura conforme a condição 2da mesma norma.REFERÊNCIA: Loop 11.ParteObjet LINHA-SUPORTE"
959;20107866;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAR SUPORTEAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS# No suporte tubular do loop 12: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve, na base e chumbadores. Realizar o tratamento conformeo item 3.2 da norma Petrobras N-1550 e a pintura conforme a condição 2da mesma norma.REFERÊNCIA:  Loop 12.ParteObjet LINHA-SUPORTE"
960;20107867;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAR SUPORTEAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS# No suporte tubular do loop 13: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve, na base e chumbadores. Realizar o tratamento conformeo item 3.2 da norma Petrobras N-1550 e a pintura conforme a condição 2da mesma norma.REFERÊNCIA: Loop 13.ParteObjet LINHA-SUPORTE"
961;20107868;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-SUPORTE;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: DTRATAR E PINTAR SUPORTEAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve, em regiões dispersas dos suportes em perfil I datubulação 16""-GA/GV-6313-502-Ba, situados no trecho da tubovia atrás dasubestação, na entrada do PGL1. Realizar o tratamento conforme o item3.2 da norma Petrobras N-1550 e a pintura conforme a condição 2 da mesmanorma.REFERÊNCIA: Atrás da subestação na entrada do PGL1.ParteObjet LINHA-SUPORTE"
962;20107869;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAR SUPORTEAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS# Nos suportes STP-136, STP-137, STP-141, STP-144, STP-145, STP-148,STP-162, STP-163, STP-164, STP-165, STP-166, STP-167, STP-168 e STP-169da linha 16""-GA/GV-6313-502-Ba, entre o PGL1 e o PGL2, que apresentam osseguintes problemas: 1) Regiões com corrosão atmosférica alveolar e/ou por placas, deintensidade leve; 2) Concreto com fissuras ou apresentando destacamento,Realizar: - Recuperação das chapas e vergalhões de apoio (em toda a extensão dosuporte) que apresentarem corrosão atmosférica alveolar e/ou por placas,de intensidade leve, conforme tratamento indicado no item 3.2 da normaPetrobras N-1550 e pintura conforme a condição 2 da mesma norma; - Recuperação dos dormentes de concreto (em toda a extensão do suporte)que apresentarem fissuras ou destacamento de concreto.REFERÊNCIA: Entre o PGL1 e o PGL2.ParteObjet LINHA-SUPORTE"
963;20107871;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46747;LINHA-SUPORTE;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: DTRATAR E PINTAR SUPORTEAção  OutraNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Tratar e pintar corrosão atmosférica alveolar, de intensidade leve asevera, em regiões dispersas do suporte perfil I situado no trecho datubulação 16""-GA/GV-6313-502-Ba que fica entre os suportes STP-142 eSTP-144 (segundo loop considerando o sentido do PGL1 para o PGL2). Realizar o tratamento conforme o item 3.2 da norma Petrobras N-1550 e apintura conforme a condição 2 da mesma norma.REFERÊNCIA: Entre os suportes STP-142 e STP-144 (segundo loopconsiderando o sentido do PGL1 para o PGL2).ParteObjet LINHA-SUPORTE"
964;20107997;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;DANIFICADA;DANIFICADA;"Conteúdo da notaPrio.: DREPARAR IDENTIFICAÇÃO (TAG)Ação  ReparoNenhuma medida existenteITEM    1Probl.: DANIFICADAReparar Identificação da linha 14""-QI/QAV-6313-001Ba (TAG)com falha aolongo de todo trecho.ParteObjet DANIFICADA"
965;20107998;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;INEXISTENTE;INEXISTENTE;"Conteúdo da notaPrio.: DPINTAR TAG EM LINHAAção  AjusteNenhuma medida existenteITEM    1Probl.: INEXISTENTETaguear linha que deriva da linha 14""-QI/QAV-6313-001Ba próximo aomanifold do LOOP 10 e válvula VES_2303, conforme norma Petrobras N-1710.Ver fotos 59 e 60 do relatório fotográfico RF 60107724.ParteObjet INEXISTENTE"
966;20108053;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-DRENO;OUTROS;Conteúdo da notaPrio.: DDRENO - SUBSTITUIR TAMPÃOAção  AjusteNenhuma medida existenteITEM    1Probl.: OUTROSNo dreno localizado entre as válvulas MV2200 e MV2201, na plataforma naentrada do PGL1, instalar manopla na válvula. Instalar tampão comcorrente ou cabo de aço, manípulo, destorcedor e abraçadeira, conformemodelo indicado na Figura C.1 ou na Figura C.2 da norma Petrobras N-108.ParteObjet LINHA-DRENO
967;20108068;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAÇÃO DE BASE DE SUPORTE TUBULARAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: OUTROSNo suporte tubular do loop 13: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve a moderada, na base e chumbadores. Realizar otratamento conforme o item 3.2 da norma Petrobras N-1550 e a pinturaconforme a condição 2 da mesma norma.ParteObjet LINHA-SUPORTE"
968;20108069;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAÇÃO DE BASE DE SUPORTE TUBULARAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: OUTROSNo suporte tubular do loop 12: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve a moderada, na base e chumbadores. Realizar otratamento conforme o item 3.2 da norma Petrobras N-1550 e a pinturaconforme a condição 2 da mesma norma.ParteObjet LINHA-SUPORTE"
969;20108070;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAÇÃO DE BASE DE SUPORTE TUBULARAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: OUTROSNo suporte tubular do loop 11: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve a moderada, na base e chumbadores. Realizar otratamento conforme o item 3.2 da norma Petrobras N-1550 e a pinturaconforme a condição 2 da mesma norma.ParteObjet LINHA-SUPORTE"
970;20108071;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAÇÃO DE BASE DE SUPORTE TUBULARAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: OUTROSNo suporte tubular do loop 10: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve a moderada, na base e chumbadores. Realizar otratamento conforme o item 3.2 da norma Petrobras N-1550 e a pinturaconforme a condição 2 da mesma norma.ParteObjet LINHA-SUPORTE"
971;20108072;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAÇÃO DE BASE DE SUPORTE TUBULARAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: OUTROSNo suporte tubular do loop 9: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve a moderada, na base e chumbadores. Realizar otratamento conforme o item 3.2 da norma Petrobras N-1550 e a pinturaconforme a condição 2 da mesma norma.ParteObjet LINHA-SUPORTE"
972;20108073;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAÇÃO DE BASE DE SUPORTE TUBULARAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: OUTROSNo suporte tubular do loop 8: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve a moderada, na base e chumbadores. Realizar otratamento conforme o item 3.2 da norma Petrobras N-1550 e a pinturaconforme a condição 2 da mesma norma.ParteObjet LINHA-SUPORTE"
973;20108074;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAÇÃO DE BASE DE SUPORTE TUBULARAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: OUTROSNo suporte tubular do loop 7: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve a moderada, na base e chumbadores. Realizar otratamento conforme o item 3.2 da norma Petrobras N-1550 e a pinturaconforme a condição 2 da mesma norma.ParteObjet LINHA-SUPORTE"
974;20108075;;10279246;LINEXT QAV;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-SUPORTE;OUTROS;"Conteúdo da notaPrio.: DRECUPERAÇÃO DE BASE DE SUPORTE TUBULARAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: OUTROSNo suporte tubular do loop 6: - Recuperar as bases de concreto que estão apresentando fissuras oudestacamento de concreto; - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade leve a moderada, na base e chumbadores. Realizar otratamento conforme o item 3.2 da norma Petrobras N-1550 e a pinturaconforme a condição 2 da mesma norma.ParteObjet LINHA-SUPORTE"
975;20108350;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: DTRATAR E PINTAR TUBULAÇÃOAção  OutraNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# No trecho entre o suporte STP-108 e a entrada do PGL1: - Tratar e pintar corrosão atmosférica alveolar (posição 6h), dispersae de intensidade leve, no trecho da tubulação (14""-GA/GV-6313-001-Ba)que fica entre o STP-108 e a curva de 90° situada antes do STP-109; - Tratar e pintar corrosão atmosférica alveolar, de intensidade leve,nos seguintes pontos do trecho elevado da tubulação(16""-GA/GV-6313-502-Ba) que fica sobre a plataforma de acesso àsválvulas na entrada do PGL1:  * Geratriz inferior da solda circunferencial junto a curva de 90°;  * Geratriz inferior da solda circunferencial junto a união flangeada, e corrosão atmosférica por fresta, de intensidade leve, na união flangeada;  * Em pontos dispersos da tublação de 1 1/2"", que deriva no trechoelevado da tubulação 16""-GA/GV-6313-502-Ba, incluindo válvula conectadaao longo dessa tubulação; - Tratar e pintar corrosão atmosférica alveolar, de intensidade leve,em regiões dispersas da válvula MV-100 (situada no trecho da tubulação14""-GA/GV-6313-001-Ba, entre os suportes STP-108 e STP-109, naplataforma de acesso às válvulas na entrada do PGL1), incluindo corpo,caixa redutora, volante, estojos e porcas; - Tratar e pintar corrosão atmosférica por fresta, de intensidade leve,na união flangeada da válvula MV-115 (situada entre os suportes STP-108e STP-109, na plataforma de acesso às válvulas na entrada do PGL1), ecorrosão alveolar, de intensidade leve, na solda circunferencial junto àunião flangeada da válvula MV-115; - Tratar e pintar corrosão atmosférica alveolar, de intensidade leve amoderada, nas soldas circunferencias do trecho elevado da tubulação16""-GA/GV-6313-502-Ba que fica na entrada do PGL1. Ver foto 106 doRF 60107132; - Tratar e pintar corrosão atmosférica alveolar, de intensidade leve amoderada, na região tubo/calha do trecho elevado da tubulação16""-GA/GV-6313-502-Ba que fica na entrada do PGL1. Ver fotos 107 e 108do RF 60107132.NOTA: Realizar o tratamento conforme o item 3.2 da norma Petrobras N-442e a pintura conforme a condição 4 da mesma norma.SERVIÇOS ADICIONAIS: Montagem de andaime.REFERÊNCIA: Trecho das tubulações 14""-GA/GV-6313-001-Ba e16""-GA/GV-6313-502-Ba, entre os suportes STP-108 e a entrada do PGL1.ParteObjet LINHA-TUBULAÇÃO"
976;20108352;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: DTRATAR E PINTAR TUBULAÇÃOAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# Realizar tratamento e pintura nos seguintes trechos da tubulação14""-GA/GV-6313-001-Ba: - Na região da calha/tubo no STP-76: Tratar e pintar corrosãoatmosférica alveolar, de intensidade leve, localizada na região dacalha/tubo sobre o suporte STP-76 da tubulação 14""-GA/GV-6313-001-Ba; - Na região da calha/tubo no STP-77: Tratar e pintar corrosãoatmosférica alveolar, de intensidade leve a moderada, localizada naregião da calha/tubo sobre o suporte STP-77 da tubulação14""-GA/GV-6313-001-Ba; - Na região da calha/tubo no STP-78: Tratar e pintar corrosãoatmosférica alveolar, de intensidade leve, localizada na região dacalha/tubo sobre o suporte STP-78 da tubulação 14""-GA/GV-6313-001-Ba. - Na região da calha/tubo no STP-79: Tratar e pintar corrosãoatmosférica alveolar, de intensidade leve a moderada, localizada naregião da calha/tubo sobre o suporte STP-79 da tubulação14""-GA/GV-6313-001-Ba; - Na região da calha/tubo no STP-80: Tratar e pintar corrosãoatmosférica alveolar, de intensidade leve, localizada na região dacalha/tubo sobre o suporte STP-80 da tubulação 14""-GA/GV-6313-001-Ba; - Entre os suportes STP-82 e STP-83: Tratar e pintar corrosãoatmosférica alveolar (posição 06:00h), de intensidade leve a moderada,no trecho da tubulação 14""-GA/GV-6313-001-Ba que fica entre os suportesSTP-82 e STP-83 (Tubovia entre o Terminal e o PGL1). A região comcorrosão abrange tanto a calha sobre o STP-82 quanto a calha sobre oSTP-83; - Na região da calha no STP-84: Tratar e pintar corrosão atmosféricaalveolar, de intensidade leve, localizada na região da calha sobre osuporte STP-84 da tubulação 14""-GA/GV-6313-001-Ba; - Entre os suportes STP-87 e STP-88:   * Tratar e pintar região com corrosão atmosférica alveolar (na soldacircunferencial situada na vizinhança do suporte STP-87), de intensidadeleve, posição horária entre 06:00 a 09:00h;   * Tratar e pintar corrosão atmosférica alveolar (nas calhas sobre ossuportes tubulares), de intensidade leve, posição horária 06:00h.NOTA: Realizar o tratamento conforme o item 3.2 da norma Petrobras N-442e a pintura conforme a condição 4 da mesma norma.ParteObjet LINHA-TUBULAÇÃO"
977;20108353;;10279244;LINEXT GASOLINA;NES.TA.SUAPE   .LINPROD.CLA_EXT;46751;LINHA-TUBULAÇÃO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: DTRATAR E PINTAR TUBULAÇÃOAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO# No trecho entre os suportes STP-58 e STP-61: - Tratar e pintar corrosão atmosférica superficial no trecho elevado datubulação (derivada da tubulação 14""-GA/GV-6313-001-Ba), desde asproximidades do suporte STP-59 até a derivação em ""T”, nas proximidadesdo STP-60. Realizar o tratamento conforme o item 3.2 da norma PetrobrasN-442 e a pintura conforme a condição 4 da mesma norma; - Tratar e pintar corrosão atmosférica alveolar (posição 6h), deintensidade moderada, em pontos dispersos do trecho elevado da tubulação(derivada da tubulação 14""-GA/GV-6313-001-Ba), localizado entre ossuportes STP-60 e STP-61 (Loop 10). Realizar o tratamento conforme oitem 3.2 da norma Petrobras N-442 e a pintura conforme a condição 4 damesma norma; - Tratar e pintar suportes caronas conforme descrito abaixo:   * Remover os suportes caronas (ver fotos 24 e 25 do RF 60107132) pararealizar o tratamento e a pintura da corrosão atmosférica por fresta, deintensidade moderada, nos locais da tubulação onde esses suportes estãofixados (trecho elevado da tubulação derivada da linha14""-GA/GV-6313-001-Ba). Realizar o tratamento conforme o item 3.2 danorma Petrobras N-442 e a pintura conforme a condição 4 da mesma norma;   * Tratar e pintar os suportes caronas. Realizar o tratamento conformeo item 3.2 da norma Petrobras N-1550 e a pintura conforme a condição 2da mesma norma;   * Reinstalar os suportes após o tratamento e a pintura. - Tratar e pintar corrosão atmosférica alveolar e por placas, deintensidade moderada, no suporte do tipo ""mão francesa” fixado no STP-60(ver foto 27 do RF 60107132). Realizar o tratamento conforme o item 3.2da norma Petrobras N-1550 e a pintura conforme a condição 2 da mesmanorma; - Tratar e pintar corrosão atmosférica alveolar e por fresta, deintensidade leve a moderada, nas uniões flangeadas da válvula VES-2301,além de corrosão atmosférica superficial no volante da mesma válvula.Realizar o tratamento conforme o item 3.2 da norma Petrobras N-442 e apintura conforme a condição 4 da mesma norma; - Tratar e pintar a corrosão atmosférica alveolar e por fresta, deintensidade moderada, nas uniões flangeadas da válvula VES-2321, e apintura danificada no volante da mesma válvula. Realizar o tratamentoconforme o item 3.2 da norma Petrobras N-442 e a pintura conforme acondição 4 da mesma norma; - Substituir tampão do dreno, localizado entre as válvulas VES-2301 eVES-2302, em atendimento às normas N-76 e N-108, por tampão em AFO ASTMA105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço, manípulo,destorcedor e abraçadeira, conforme modelo indicado na Figura C.1(N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12; - Substituir tampão do dreno, localizado entre as válvulas VES-2313 eVES-2314, em atendimento às normas N-76 e N-108, por tampão em AFO ASTMA105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço, manípulo,destorcedor e abraçadeira, conforme modelo indicado na Figura C.1(N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12; - Substituir tampão do dreno, localizado entre as válvulas VES-2321 eVES-2322, em atendimento às normas N-76 e N-108, por tampão em AFO ASTMA105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço, manípulo,destorcedor e abraçadeira, conforme modelo indicado na Figura C.1(N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12; - Substituir tampão do dreno, localizado entre as válvulas VES-2323 eVES-2324, em atendimento às normas N-76 e N-108, por tampão em AFO ASTMA105, ASME B16.11/MSS SP-97, com corrente ou cabo de aço, manípulo,destorcedor e abraçadeira, conforme modelo indicado na Figura C.1(N-108) ou na Figura C.2 (N-108). Todo este conjunto (exceto cabo deaço) deve ser pintado na cor amarelo segurança Munsell 8Y5/12; - Tratar e pintar corrosão atmosférica alveolar, de intensidade leve,em regiões dispersas do suporte tubular da linha 14""-GA/GV-6313-001-Ba.Realizar o tratamento conforme o item 3.2 da norma Petrobras N-1550 e apintura conforme a condição 2 da mesma norma.REFERÊNCIA: Trecho da tubulação 14""-GA/GV-6313-001-Ba que fica entre ossuportes STP-58 e STP-61. (Tubovia entre o Terminal e o PGL1).ParteObjet LINHA-TUBULAÇÃO"
978;20108004;;10389632;LINTER BUNKER ABAST PGL-3A;NES.TA.SUAPE   .LINPROD.BNK_PGL3A;46758;OUTROS DEFEITOS;OUTROS DEFEITOS;"Conteúdo da notaPrio.: DIdentificação de TubulaçõesNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROS DEFEITOSEm todos os locais onde houver identificação da linha principal com otag 8""-AO-5336-133-Ba, deverá ser substituído para o tag8""-BK-6314-109-Ba.Esta é a linha que vai da válvula XV-5336107 (próximo da entrada dopíer), até o berço de conexão com mangote.ParteObjet OUTROS DEFEITOS"
